,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,0.008534850638213536,0.039829302978329865,0.046467520141384853,0.03982930297832985,0.0929350402827697,0.04646752014138485,0.01706970127642707,0.03982930297832985,0.03982930297832986,0.008534850638213534,0.017069701276427072,0.03982930297832986,0.039829302978329845,0.017069701276427065,0.017069701276427072,0.008534850638213534,0.019914651489164922,0.019914651489164926,0.008534850638213536,0.008534850638213534,0.004267425319106768,0.017069701276427072,0.03982930297832985,0.039829302978329845,0.017069701276427065,0.01706970127642707,0.008534850638213536,0.017069701276427072,0.011379800850951388,0.0265528686522199,0.0265528686522199,0.011379800850951388,0.011379800850951386,0.005689900425475691,0.011379800850951385,0.007586533900634263,0.014224751063689233,0.033191085815274884,0.033191085815274884,0.014224751063689242,0.014224751063689232,0.007112375531844619,0.014224751063689228,0.00948316737579282,0.011853959219741028
1,0.008534850638213541,0.03982930297832986,0.046467520141384853,0.03982930297832985,0.09293504028276971,0.046467520141384853,0.01706970127642708,0.03982930297832985,0.03982930297832986,0.00853485063821354,0.017069701276427082,0.03982930297832985,0.03982930297832984,0.01706970127642707,0.01706970127642708,0.00853485063821354,0.019914651489164922,0.019914651489164922,0.008534850638213541,0.008534850638213538,0.00426742531910677,0.017069701276427086,0.039829302978329845,0.03982930297832985,0.017069701276427072,0.017069701276427075,0.008534850638213541,0.017069701276427082,0.011379800850951388,0.026552868652219896,0.026552868652219896,0.011379800850951385,0.011379800850951383,0.005689900425475691,0.011379800850951383,0.007586533900634261,0.014224751063689233,0.033191085815274884,0.033191085815274884,0.014224751063689237,0.014224751063689232,0.0071123755318446185,0.014224751063689227,0.009483167375792821,0.011853959219741028
2,0.008534850638213532,0.039829302978329845,0.04646752014138482,0.03982930297832983,0.09293504028276962,0.04646752014138481,0.01706970127642706,0.03982930297832983,0.03982930297832984,0.00853485063821353,0.017069701276427065,0.03982930297832983,0.03982930297832983,0.01706970127642706,0.017069701276427065,0.00853485063821353,0.019914651489164915,0.019914651489164915,0.008534850638213532,0.00853485063821353,0.004267425319106765,0.01706970127642707,0.03982930297832983,0.03982930297832983,0.01706970127642706,0.01706970127642706,0.00853485063821353,0.01706970127642707,0.011379800850951386,0.026552868652219896,0.026552868652219893,0.011379800850951386,0.011379800850951383,0.00568990042547569,0.011379800850951381,0.007586533900634259,0.014224751063689225,0.03319108581527487,0.03319108581527487,0.014224751063689233,0.014224751063689223,0.007112375531844617,0.014224751063689221,0.009483167375792814,0.011853959219741021
3,0.008534850638213538,0.03982930297832987,0.04646752014138485,0.03982930297832986,0.0929350402827697,0.04646752014138485,0.017069701276427072,0.03982930297832986,0.03982930297832987,0.008534850638213536,0.017069701276427075,0.03982930297832986,0.03982930297832985,0.017069701276427065,0.017069701276427075,0.008534850638213534,0.019914651489164922,0.01991465148916493,0.008534850638213538,0.008534850638213534,0.004267425319106768,0.017069701276427075,0.03982930297832986,0.039829302978329865,0.01706970127642707,0.01706970127642707,0.008534850638213536,0.017069701276427075,0.011379800850951388,0.026552868652219896,0.026552868652219896,0.011379800850951386,0.011379800850951386,0.005689900425475691,0.011379800850951385,0.007586533900634263,0.014224751063689233,0.03319108581527489,0.03319108581527489,0.01422475106368924,0.01422475106368923,0.007112375531844619,0.01422475106368923,0.00948316737579282,0.011853959219741026
4,0.00853485063821354,0.03982930297832986,0.04646752014138484,0.039829302978329845,0.09293504028276968,0.04646752014138484,0.017069701276427075,0.039829302978329845,0.03982930297832986,0.008534850638213538,0.01706970127642708,0.039829302978329845,0.03982930297832984,0.01706970127642707,0.01706970127642708,0.008534850638213536,0.019914651489164922,0.019914651489164922,0.00853485063821354,0.008534850638213536,0.004267425319106769,0.017069701276427082,0.039829302978329845,0.039829302978329845,0.01706970127642707,0.017069701276427072,0.008534850638213538,0.01706970127642708,0.011379800850951385,0.026552868652219896,0.026552868652219893,0.011379800850951385,0.011379800850951383,0.005689900425475689,0.011379800850951381,0.007586533900634259,0.01422475106368923,0.033191085815274884,0.033191085815274884,0.014224751063689235,0.01422475106368923,0.007112375531844618,0.014224751063689225,0.00948316737579282,0.011853959219741025
5,0.008534850638213532,0.03982930297832985,0.04646752014138483,0.03982930297832984,0.09293504028276967,0.046467520141384826,0.017069701276427065,0.03982930297832984,0.039829302978329845,0.008534850638213532,0.017069701276427065,0.03982930297832984,0.03982930297832983,0.01706970127642706,0.017069701276427065,0.008534850638213532,0.01991465148916492,0.01991465148916492,0.008534850638213532,0.008534850638213532,0.004267425319106766,0.017069701276427065,0.03982930297832984,0.03982930297832984,0.01706970127642706,0.01706970127642706,0.008534850638213532,0.01706970127642707,0.011379800850951385,0.026552868652219893,0.026552868652219893,0.011379800850951385,0.011379800850951381,0.005689900425475688,0.011379800850951378,0.007586533900634261,0.014224751063689227,0.03319108581527487,0.03319108581527487,0.014224751063689235,0.014224751063689227,0.007112375531844618,0.014224751063689227,0.009483167375792818,0.011853959219741021
6,0.008534850638213538,0.03982930297832986,0.04646752014138484,0.039829302978329845,0.09293504028276968,0.04646752014138484,0.01706970127642707,0.039829302978329845,0.03982930297832986,0.008534850638213536,0.01706970127642708,0.039829302978329845,0.03982930297832984,0.017069701276427065,0.017069701276427072,0.008534850638213534,0.019914651489164922,0.019914651489164922,0.008534850638213536,0.008534850638213532,0.004267425319106767,0.01706970127642708,0.039829302978329845,0.039829302978329845,0.017069701276427065,0.017069701276427065,0.008534850638213538,0.017069701276427075,0.011379800850951383,0.026552868652219893,0.026552868652219896,0.011379800850951383,0.011379800850951381,0.00568990042547569,0.011379800850951381,0.00758653390063426,0.014224751063689235,0.03319108581527488,0.03319108581527488,0.01422475106368924,0.014224751063689232,0.00711237553184462,0.014224751063689225,0.009483167375792818,0.011853959219741023
7,0.008534850638213534,0.03982930297832985,0.04646752014138484,0.03982930297832984,0.09293504028276965,0.046467520141384826,0.01706970127642706,0.03982930297832984,0.039829302978329845,0.008534850638213532,0.01706970127642707,0.03982930297832984,0.03982930297832983,0.01706970127642706,0.01706970127642707,0.008534850638213532,0.019914651489164915,0.01991465148916492,0.008534850638213534,0.00853485063821353,0.004267425319106766,0.017069701276427072,0.03982930297832984,0.03982930297832984,0.01706970127642706,0.01706970127642706,0.008534850638213534,0.017069701276427072,0.011379800850951383,0.026552868652219903,0.0265528686522199,0.011379800850951383,0.011379800850951381,0.005689900425475687,0.011379800850951378,0.0075865339006342585,0.014224751063689227,0.03319108581527487,0.033191085815274864,0.014224751063689235,0.014224751063689227,0.007112375531844618,0.014224751063689225,0.009483167375792814,0.011853959219741023
8,0.008534850638213534,0.039829302978329845,0.04646752014138482,0.03982930297832984,0.09293504028276964,0.04646752014138482,0.017069701276427065,0.03982930297832984,0.039829302978329845,0.008534850638213534,0.01706970127642707,0.03982930297832984,0.03982930297832983,0.017069701276427054,0.01706970127642707,0.00853485063821353,0.01991465148916492,0.01991465148916492,0.008534850638213534,0.00853485063821353,0.004267425319106766,0.01706970127642707,0.03982930297832984,0.03982930297832984,0.017069701276427058,0.01706970127642706,0.008534850638213534,0.01706970127642707,0.011379800850951381,0.02655286865221988,0.02655286865221988,0.011379800850951381,0.01137980085095138,0.005689900425475687,0.011379800850951376,0.007586533900634256,0.014224751063689227,0.03319108581527487,0.03319108581527487,0.014224751063689233,0.014224751063689221,0.007112375531844617,0.014224751063689218,0.009483167375792816,0.011853959219741018
9,0.008534850638213532,0.039829302978329845,0.046467520141384826,0.03982930297832984,0.09293504028276962,0.04646752014138482,0.01706970127642706,0.03982930297832984,0.039829302978329845,0.00853485063821353,0.017069701276427065,0.03982930297832984,0.03982930297832984,0.01706970127642706,0.017069701276427065,0.00853485063821353,0.01991465148916492,0.01991465148916492,0.008534850638213532,0.00853485063821353,0.004267425319106765,0.01706970127642707,0.03982930297832984,0.039829302978329845,0.01706970127642706,0.01706970127642706,0.00853485063821353,0.017069701276427065,0.011379800850951388,0.0265528686522199,0.026552868652219896,0.011379800850951388,0.011379800850951385,0.005689900425475688,0.01137980085095138,0.007586533900634259,0.014224751063689228,0.03319108581527487,0.033191085815274864,0.014224751063689235,0.014224751063689225,0.007112375531844617,0.014224751063689225,0.009483167375792818,0.011853959219741025
