,n,l,i,epi,smt,para
0,0.6450514977512035,0.4013335622729894,0.8698023072235733,0,0.2,0.2
1,0.7406817092594954,0.35632763340529977,0.8600144391712364,0,0.30000000000000004,0.3
2,0.7933817667458811,0.3362097847686955,0.8556392189967833,0,0.4000000000000001,0.4
3,0.8264424050328739,0.32532977888409026,0.853273040480166,0,0.5000000000000001,0.5
4,0.849068894822297,0.3186631015159808,0.8518231746498567,0,0.6000000000000001,0.6
5,0.8655227318847089,0.3142130435775929,0.8508553781612175,0,0.7000000000000002,0.7
6,0.8780285773841722,0.3110542011340932,0.8501683946056504,0,0.8000000000000003,0.8
7,0.887857360032608,0.3087064249757633,0.8496578013608891,0,0.9000000000000001,0.9
8,0.8957870911943494,0.30689837592589647,0.8492645877115422,0,1.0000000000000002,1.0
9,0.9023205993829295,0.30546617540155,0.8489531134211669,0,1.1000000000000003,1.1
10,0.9077973447231836,0.3043054547613235,0.8487006804471559,0,1.2000000000000004,1.2
11,0.9124548314897568,0.30334680925755064,0.8484921946779242,0,1.3000000000000003,1.3
12,0.9164642510317562,0.30254240044505065,0.8483172522311203,0,1.4000000000000004,1.4
13,0.9199521419867368,0.3018582443439211,0.8481684622869151,0,1.5000000000000004,1.5
14,0.9230140749983929,0.30126956935721344,0.8480404375301667,0,1.6000000000000003,1.6
15,0.9257235910311211,0.3007579134111977,0.8479291628378366,0,1.7000000000000004,1.7
16,0.9281382099200245,0.3003092480277387,0.8478315873031558,0,1.8000000000000005,1.8
17,0.9303035721965998,0.2999127308295856,0.8477453529310708,0,1.9000000000000006,1.9
18,0.9322563579756119,0.29955985482776604,0.8476686096256564,0,2.000000000000001,2.0
19,0.9340263847386158,0.29924385522928,0.8475998861829357,0,2.1000000000000005,2.1
20,0.9356381416331416,0.29895928752093626,0.8475379985327703,0,2.200000000000001,2.2
21,0.9371119294392741,0.2987017219870099,0.8474819833026807,0,2.3000000000000007,2.3
22,0.9384647196736252,0.2984675189506635,0.8474310489374772,0,2.400000000000001,2.4
23,0.9397108104345118,0.2982536609847332,0.847384539208534,0,2.500000000000001,2.5
24,0.9408623330016846,0.2980576259819412,0.8473419056091562,0,2.600000000000001,2.6
25,0.9419296473899347,0.29787728996496254,0.8473026862177626,0,2.700000000000001,2.7
26,0.9429216542696679,0.2977108518366136,0.8472664893325925,0,2.800000000000001,2.8
27,0.9438460431924657,0.2975567745182318,0.8472329806705107,0,2.9000000000000012,2.9
28,0.9447094918037092,0.29741373846969965,0.847201873258556,0,3.000000000000001,3.0
29,0.9455178269776995,0.2972806046637682,0.8471729193816196,0,3.100000000000001,3.1
30,0.9462761561073801,0.2971563848505847,0.8471459041155975,0,3.2,3.2
31,0.9469889748067408,0.2970402174952542,0.8471206400942881,0,3.3000000000000003,3.3
32,0.9476602558274275,0.2969313481677597,0.847096963244611,0,3.4000000000000004,3.4
33,0.9482935229052286,0.2968291134552311,0.8470747292878447,0,3.5000000000000004,3.5
34,0.948891912434898,0.296732927681487,0.8470538108514161,0,3.6000000000000005,3.6
35,0.9494582252517273,0.29664227187998016,0.8470340950707252,0,3.7000000000000006,3.7
36,0.9499949703232088,0.29655668458711637,0.8470154815868919,0,3.8000000000000007,3.8
37,0.950504401788148,0.29647575411569566,0.8469978808663727,0,3.900000000000001,3.9
38,0.9509885504956368,0.2963991120385081,0.8469812127837952,0,4.000000000000001,4.0
39,0.951449250973905,0.2963264276671498,0.8469654054212049,0,4.100000000000001,4.1
40,0.9518881645833192,0.2962574033534679,0.8469503940462205,0,4.200000000000001,4.2
41,0.9523067994689289,0.29619177047433204,0.846936120238815,0,4.300000000000001,4.3
42,0.9527065278170551,0.2961292859868143,0.8469225311421191,0,4.400000000000001,4.4
43,0.9530886008314813,0.29606972946155624,0.8469095788172712,0,4.500000000000002,4.5
44,0.9534541617732356,0.2960129005187886,0.8468972196857684,0,4.600000000000001,4.6
45,0.9538042573498462,0.2959586166047861,0.8468854140459112,0,4.700000000000001,4.7
46,0.9541398476928128,0.295906711057207,0.8468741256520536,0,4.800000000000002,4.8
47,0.9544618151231706,0.29585703141658737,0.8468633213473874,0,4.900000000000002,4.9
48,0.9547709718735904,0.2958094379482213,0.8468529707424737,0,5.000000000000002,5.0
49,0.9550680669089918,0.2957638023445497,0.8468430459330436,0,5.100000000000001,5.1
50,0.9553537919661425,0.2957200065828649,0.8468335212515775,0,5.200000000000002,5.2
51,0.9556287869145518,0.2956779419171536,0.8468243730480396,0,5.3000000000000025,5.3
52,0.9558936445260501,0.2956375079859707,0.8468155794958732,0,5.400000000000002,5.4
53,0.9561489147277314,0.2955986120212448,0.8468071204199222,0,5.500000000000002,5.5
54,0.9563951084023228,0.29556116814478534,0.8467989771434415,0,5.600000000000002,5.6
55,0.9566327007912908,0.2955250967415042,0.8467911323517732,0,5.700000000000003,5.7
56,0.9568621345481924,0.2954903238997116,0.8467835699706393,0,5.8000000000000025,5.8
