,n,ns,l,ls,i,is,epi,smt,para
0,0.9758251176592514,3.42472506839925e-05,0.4214205473065195,0.00026096313242143326,0.2271594194640777,0.000763088592226418,0,1,9
1,0.9938974684406211,2.7533608253955833e-06,0.43090791088839114,2.9685869642033235e-05,0.4598923717334713,0.00021364558870711733,0,2,8
2,0.9942247210412216,1.299069537792831e-06,0.428040130232071,3.0947920284085056e-05,0.4779792018634656,0.000557831007508502,0,3,7
3,0.993767632442888,2.143736913301541e-06,0.4151219047516327,8.123816507796647e-05,0.46939662711583824,0.000254147147022352,0,4,6
4,0.9936249040397424,4.904212590991833e-06,0.43567453585765475,6.028378458978029e-05,0.48371398743758315,0.00016763931238988322,0,5,5
5,0.9928916124199771,1.635380724517327e-06,0.4242528247781335,0.00013418617478553458,0.47826963215641455,0.00024447493888209214,0,6,4
6,0.992209532589901,3.2130458920575356e-06,0.43400912238224004,0.00010083405325833668,0.5082922128991657,0.00029092300687947334,0,7,3
7,0.9899852851303077,5.0769780891978325e-06,0.4225327869704587,5.008275555328332e-05,0.5038525220225998,0.0005459546412171527,0,8,2
8,0.9850979004064244,8.381412228618267e-06,0.4236551463625213,8.748361816674601e-05,0.5541401330502415,0.0003858356163469806,0,9,1
9,0.9799088099589844,7.1495314143348615e-06,0.4317807103050832,2.8860963283355576e-05,0.2393049104380002,0.0005893441970848349,1,1,9
10,0.993539778702627,2.1448028489778563e-06,0.4139963376638742,8.177796635337902e-05,0.43884575702757755,0.00013561751419078922,1,2,8
11,0.9940259408320462,2.151061414522845e-06,0.4172920693312726,4.8191143411969434e-05,0.4647187812199046,0.0004763187020573204,1,3,7
12,0.9939761429287294,2.056007657377933e-06,0.4338674620328624,3.54517886858359e-05,0.4809851242304278,0.0002793257922971194,1,4,6
13,0.9936404276813422,1.2021333532824258e-06,0.44189478632670215,6.818244413177955e-05,0.48491273920392175,0.00043880063516716337,1,5,5
14,0.9929737562597885,4.857619271917505e-06,0.4284735330330463,9.813519242212478e-05,0.4830123962501164,0.0005949297815764918,1,6,4
