,l,ls,epi,smt,para
0,0.9733527042146487,7.721074755989092e-05,0,1,1
1,0.9744207265282477,0.0001277225210661266,0,1,2
2,0.9731722100096989,7.999192114598069e-05,0,1,3
3,0.9725198855610021,3.465940526147321e-05,0,1,4
4,0.9714669022742747,0.00015100688806645162,0,1,5
5,0.9727783533829226,0.00016462268703768427,0,1,6
6,0.9734029687925675,4.520853218102068e-05,0,1,7
7,0.9731841646795166,0.00010261331238254715,0,1,8
8,0.972685387961982,0.00012340017325614242,0,1,9
9,0.9649019911256109,0.00026051212383638073,0,2,1
10,0.9626342404313105,0.0001212300743542484,0,2,2
11,0.966165148612323,0.00020563049674425236,0,2,3
12,0.965729010823934,0.00019098444941932212,0,2,4
13,0.9658710538772465,0.0001093901430848669,0,2,5
14,0.9650016861246486,0.00016269739095340306,0,2,6
15,0.9667753098002578,0.00016271591296443606,0,2,7
16,0.9652739710332953,0.0005773565784045746,0,2,8
17,0.964631805654899,0.0003149169371375721,0,3,1
18,0.9657096879885109,0.00033828543537466917,0,3,2
19,0.9635619484185847,0.0003911120494909039,0,3,3
20,0.9666575671163748,0.00014165746184683175,0,3,4
21,0.9648678364177388,0.0003278772600380976,0,3,5
22,0.9652171573668423,0.0004697689699836074,0,3,6
23,0.9622140714298475,0.00021615418421570593,0,3,7
24,0.9713978074213332,9.000282224166462e-05,1,1,1
25,0.9734176296986813,0.00014437689075379629,1,1,2
26,0.9724650440022725,0.00015967384356647661,1,1,3
27,0.9731230114665467,0.0001788120125782738,1,1,4
28,0.9720682342783473,9.647648915391227e-05,1,1,5
29,0.9733676998029649,8.665053062819983e-05,1,1,6
30,0.972503342773563,0.000163684066206132,1,1,7
31,0.9714933859856364,0.00030692150731211553,1,1,8
32,0.9729311136503178,0.0001061426844717297,1,1,9
33,0.9650507231475746,0.00026718420177996064,1,2,1
34,0.965340479881844,0.0004188647785308248,1,2,2
35,0.962519067338224,7.472397397498147e-05,1,2,3
36,0.9652730860030182,0.0002924881964888533,1,2,4
37,0.9661156954795138,0.00019056365160930762,1,2,5
38,0.9637634121080705,0.0001493171229416803,1,2,6
39,0.9647671993314243,0.00028544356972608627,1,2,7
40,0.9657645006980012,0.000491150167297518,1,2,8
41,0.967383216867139,0.0004770079092369287,1,3,1
42,0.9651125138521053,0.0003112388569556529,1,3,2
43,0.9643021770782058,0.0002918472524265223,1,3,3
44,0.9670615136741163,0.0002500984057792491,1,3,4
45,0.9631897395766481,0.0001984350437944584,1,3,5
46,0.9619273979811928,0.00016392077653444774,1,3,6
47,0.9674827216506869,0.00018456137038381465,1,3,7
48,0.9728048624378803,0.00012116292494320063,2,1,1
49,0.9724623972294305,8.94889677533147e-05,2,1,2
50,0.9720849982359582,0.00015047881974945376,2,1,3
51,0.9724062503010957,5.755350667666124e-05,2,1,4
52,0.9728803915386508,0.00010380871602782229,2,1,5
53,0.9718386792444061,0.0001239505946572399,2,1,6
54,0.9720598334243695,0.00012066745806673737,2,1,7
55,0.9722056390212935,0.00014943745747669884,2,1,8
56,0.9730657971207461,0.00013481498788525906,2,1,9
57,0.9625557789738868,0.0005044376692608506,2,2,1
58,0.9644105366176416,0.00037112415273286387,2,2,2
59,0.9620823624673982,0.000267571888043958,2,2,3
60,0.9661740152037958,0.00042210271776839495,2,2,4
61,0.965043560119703,5.8349514782417445e-05,2,2,5
62,0.9640653636786699,0.0003534395887114679,2,2,6
63,0.9635297477353149,0.0002435750640612658,2,2,7
64,0.966948251612856,0.0001959866111661755,2,2,8
65,0.9647432608311862,0.00022949534279393608,2,3,1
66,0.965942396802449,0.00017994529936883998,2,3,2
67,0.9665174808155386,0.00019768764815870994,2,3,3
68,0.9643243324037637,0.00010561669235305062,2,3,4
69,0.9635288996243935,0.00023186813364040496,2,3,5
70,0.9648373922351612,0.00022279696431598238,2,3,6
71,0.9677129060277244,0.000267019252531147,2,3,7
72,0.9736024928528291,6.0420995517513085e-05,3,1,1
73,0.9723545917451115,7.428435809524327e-05,3,1,2
74,0.9731005809741843,5.9932640268586e-05,3,1,3
75,0.9723403753431618,0.00018505060685903373,3,1,4
76,0.9732592723376771,7.878262956617844e-05,3,1,5
77,0.9728800623336208,6.407252127166154e-05,3,1,6
78,0.9714382158340394,0.00019836547704419862,3,1,7
79,0.9732235902881683,0.0002834384533383121,3,1,8
80,0.9727398107472067,0.000148382156007204,3,1,9
81,0.9629700361255211,0.00046747225840875194,3,2,1
82,0.9627561257309626,0.0003906355247032454,3,2,2
83,0.9641761978600109,0.00045341678318134573,3,2,3
84,0.9641825218019172,0.0005681759768463502,3,2,4
85,0.964892253624464,0.0002899944313530609,3,2,5
86,0.9640198294064601,0.0002973004188123574,3,2,6
87,0.9642871392055269,0.00034455934792352097,3,2,7
88,0.9657514281140678,0.0004351840277317742,3,2,8
89,0.9651416289767722,0.0001713179381575181,3,3,1
90,0.9646172712977866,0.00014095727616378616,3,3,2
91,0.9662717888462221,0.00020465607997664868,3,3,3
92,0.9638847261999424,0.0004768564945735462,3,3,4
93,0.965077344181137,0.00036006772662885354,3,3,5
94,0.9648599295375221,0.00016665482005249406,3,3,6
95,0.963973516158497,0.00020192534880188632,3,3,7
96,0.9713534448957614,8.7738092554896e-05,4,1,1
97,0.9713142075816323,0.00011397203642675948,4,1,2
98,0.9719714124897033,8.596617097535709e-05,4,1,3
99,0.9726141078137792,0.00010296117462007848,4,1,4
100,0.9737718322925266,0.00012777857622139031,4,1,5
101,0.9726142277673127,0.00014222774440428982,4,1,6
102,0.972393437242819,0.00010135091860524088,4,1,7
103,0.9727895907801927,0.00012279294665657682,4,1,8
104,0.9727762599921692,7.719203265594727e-05,4,1,9
105,0.962884278377252,0.0004212026606624241,4,2,1
106,0.9631255536424118,8.566447550365113e-05,4,2,2
