,0,1,2,3
366,"[0.9486320999913747, 1.8534396920232473e-05, 0.42420051341982107, 4.114093378888875e-05, 0.17298820630153033, 0.00011279156870476444]",8,2,16
367,"[0.9524808876210702, 1.8832099024532676e-05, 0.4371323057750301, 1.88016929918211e-05, 0.17394356849471593, 6.845738803140648e-05]",8,2,17
368,"[0.9518927481540361, 4.343487769736045e-05, 0.43227307296770406, 1.4592130087768408e-05, 0.17196723828259053, 0.00012505683590310622]",8,2,18
369,"[0.9522974833558852, 1.9399645163782192e-05, 0.43304575151029284, 2.4266283090480563e-05, 0.17620375316108913, 0.00011486341658927514]",8,2,19
370,"[0.9515460925685095, 5.432930172756176e-05, 0.42928404830598776, 3.1587156131010573e-05, 0.1768301698113939, 0.000255042598375229]",8,2,20
371,"[0.9519373051785901, 2.364005356089292e-05, 0.4260074519589751, 3.826118758440073e-05, 0.1729931775978961, 0.00010297302634908445]",8,2,21
372,"[0.949455471206127, 4.772932288430468e-05, 0.428443418763494, 5.494976587973897e-05, 0.17560228200159053, 9.331967292635923e-05]",8,2,22
373,"[0.9526524644237552, 1.8994135733447287e-05, 0.43176657799330165, 1.4400619656481237e-05, 0.17112812702572938, 0.00015844157712607382]",8,2,23
374,"[0.9534261504759641, 1.2549483298811468e-05, 0.43051390825614305, 3.433729941733057e-05, 0.1751866299241489, 5.923604164339418e-05]",8,2,24
375,"[0.9525016602145044, 2.0835611127012832e-05, 0.4339039247001131, 2.7201592169247027e-05, 0.17736935542187307, 8.548327003566952e-05]",8,2,25
376,"[0.9513004779574742, 3.599678268961796e-05, 0.423390361745269, 3.6145131718491244e-05, 0.17472850116123964, 9.092523258830302e-05]",8,2,26
377,"[0.9507749606053555, 1.9302615255662006e-05, 0.4327879478359068, 2.4847240929821474e-05, 0.17428953835290362, 0.00010166583552309416]",8,2,27
378,"[0.9541210532204607, 4.348548875804155e-05, 0.43586929930507234, 4.281109626053485e-05, 0.17457175227168664, 0.0001069476334305715]",8,2,28
379,"[0.9529400646182999, 3.940252886072306e-05, 0.43002919475542434, 1.2844880948450767e-05, 0.17299157195552242, 0.00016236156652183433]",8,2,29
380,"[0.9522300537766355, 6.619333134237692e-05, 0.4332611186390782, 3.942477733001828e-05, 0.17617642107154824, 0.0001794511303719199]",8,2,30
381,"[0.9504571129424246, 4.459278662761233e-05, 0.42488722113823996, 3.42842751834003e-05, 0.16709009027299282, 0.00011854691406267615]",8,2,31
382,"[0.9508935906962408, 5.8304746186489106e-05, 0.4334088588772347, 5.4199809044766905e-05, 0.17825427551690273, 6.993580525421247e-05]",8,2,32
383,"[0.9511657904036573, 1.7676860848866998e-05, 0.43187794220745934, 2.7991754662356945e-05, 0.17475340330950387, 0.00010386159937022605]",8,2,33
384,"[0.9522475249831088, 2.292015224276919e-05, 0.43098422425808847, 1.7358561076771485e-05, 0.1735329328383092, 7.926971612530622e-05]",8,2,34
385,"[0.952986049187299, 1.4435084927385963e-05, 0.42971795105700256, 1.7251813605340927e-05, 0.17177042936526993, 8.48203672519369e-05]",8,2,35
386,"[0.951708884695755, 4.2208312127109335e-05, 0.4307931983819001, 2.2736694847545198e-05, 0.17305165701987504, 6.907238322504576e-05]",8,2,36
387,"[0.9518174382896267, 5.328841456012363e-05, 0.4306991915763399, 2.2919416462661193e-05, 0.17525113541946488, 7.573767910314054e-05]",8,2,37
388,"[0.9509999458078184, 1.8163441263746925e-05, 0.4256434727429562, 2.5662897518106703e-05, 0.1759306604186603, 0.00012887003934227524]",8,2,38
389,"[0.954379057384688, 2.55742266710398e-05, 0.43697318456519035, 6.653544635392681e-05, 0.1756085979949146, 9.341288535300558e-05]",8,2,39
390,"[0.9502948845547631, 3.3355244806693155e-05, 0.42642746767226325, 2.067188151647475e-05, 0.1697009242018593, 0.00021309102561188972]",8,2,40
391,"[0.9489576306023642, 1.6893830755975638e-05, 0.42457757388104117, 3.338578286415321e-05, 0.16870571606690346, 0.00017397794269913882]",8,2,41
392,"[0.9505673565849024, 3.7274618918719995e-05, 0.4295111388238587, 2.5056856230950594e-05, 0.17284720578826193, 8.568686960560316e-05]",8,2,42
393,"[0.951928917553481, 2.7612876497921957e-05, 0.43374057316384357, 1.3231705905285828e-05, 0.17532295677116583, 6.87880732553014e-05]",8,2,43
394,"[0.9533791658157982, 3.508589569716845e-05, 0.4354931596966063, 2.688690104125113e-05, 0.17533363174224292, 5.960975931968978e-05]",8,2,44
395,"[0.9518521828260573, 8.13094997743241e-05, 0.43035643711951777, 5.7461897077730504e-05, 0.1751365321816908, 8.900871148750342e-05]",8,2,45
396,"[0.9517704342760646, 1.8633903212226168e-05, 0.42962954221680705, 1.9857653532588716e-05, 0.16987018545964325, 0.00015145410994076448]",8,2,46
397,"[0.9517984316932727, 2.8265850009208037e-05, 0.431647300526022, 3.4769495309940244e-05, 0.17460947459328907, 6.784292635770728e-05]",8,2,47
398,"[0.9523827259907048, 1.2286578571043416e-05, 0.42696431510981586, 2.9400291017166657e-05, 0.1706965204317912, 0.0001577600336723188]",8,2,48
399,"[0.9517105182292713, 3.398286533816511e-05, 0.4278212662990613, 2.0793631152072624e-05, 0.17111002261596825, 0.0002034499621994352]",8,2,49
400,"[0.1977716853779272, 0.00013936142307868814, 0.6218394759925692, 4.083875737968651e-05, 0.335727489088674, 0.0003739938832936148]",9,1,0
401,"[0.20084435761134412, 7.291868433610784e-05, 0.6196126158477242, 3.946800250403002e-05, 0.33287043091680724, 0.00019261655362422204]",9,1,1
402,"[0.19414367122474777, 0.00019800356509773413, 0.6282815141245155, 1.4308632735108104e-05, 0.3425068222548807, 0.00026460957597832635]",9,1,2
403,"[0.19732843900193445, 9.349516994015155e-05, 0.624866833335907, 1.6067811178311368e-05, 0.34080743144293996, 0.0001929540793354915]",9,1,3
404,"[0.1995071252540327, 0.0001120355516125013, 0.6224404066310031, 1.3380056336509533e-05, 0.33249621195350526, 0.00023090270188975124]",9,1,4
405,"[0.20143051548262203, 0.0001404984373831844, 0.6201639512920858, 3.1129929680188105e-05, 0.3448633612322789, 0.00025810197663081507]",9,1,5
406,"[0.19377974648644797, 0.00024088294615630203, 0.6248707473124683, 3.192338815907613e-05, 0.34059413494550905, 0.00014530007839724286]",9,1,6
407,"[0.19588127113053302, 0.00030690633784325133, 0.6237388758564205, 3.736041957736177e-05, 0.3422570398054742, 0.0003582174355803151]",9,1,7
408,"[0.19556694692672288, 0.00011593502678505775, 0.6260758410102469, 6.188544334834133e-06, 0.34074461180610854, 0.0001975278622015508]",9,1,8
409,"[0.20362359654138681, 0.00013504224384416102, 0.6176131777396502, 2.583527847939049e-05, 0.334589126112862, 0.00014743248668598055]",9,1,9
410,"[0.19592292253176538, 0.00023060890897353887, 0.6253858223677, 1.8919598828333874e-05, 0.3404236076627403, 0.00011517463665021863]",9,1,10
411,"[0.19505574073796025, 0.00010128822018302902, 0.6242684603100375, 1.5215777405538355e-05, 0.3317498464129912, 0.00013644971450313992]",9,1,11
412,"[0.1961598087262357, 0.00010111199874793382, 0.6259397265008185, 2.6219326412677612e-05, 0.34482415419403095, 0.0003171961762364654]",9,1,12
413,"[0.20193478922809288, 0.0002041438849428066, 0.6241206313074857, 2.9392411900229137e-05, 0.3364184698324373, 0.00014098713949670065]",9,1,13
414,"[0.19603777030209063, 0.0002764311619481455, 0.6255849426112231, 1.9068049736780877e-05, 0.34507682259630224, 0.00018266742816599676]",9,1,14
415,"[0.20113464017465502, 0.0002474186506411397, 0.621261339836707, 1.1314208516434727e-05, 0.3340202422813053, 0.00018698467752533652]",9,1,15
416,"[0.20479122217966103, 0.00010677448968441798, 0.6208480772840153, 1.8302512209920293e-05, 0.33427677276496803, 0.00012574686321256587]",9,1,16
417,"[0.201080279489373, 0.00017735804817625361, 0.6208281862279426, 2.916228135350916e-05, 0.3369851806630104, 0.000238934772905478]",9,1,17
418,"[0.20093912421129226, 4.507305136414189e-05, 0.6205883194974028, 1.5523365225011143e-05, 0.3380160104078466, 0.0002581028146208279]",9,1,18
419,"[0.19703335324281374, 9.006341218398986e-05, 0.6219349354664844, 6.436863675388442e-05, 0.33532711383456604, 0.00017735202817146988]",9,1,19
420,"[0.19957620004790966, 0.00025811802146203674, 0.6231816783856708, 3.2775611120359365e-05, 0.33793206985321617, 0.00042332920400046936]",9,1,20
421,"[0.1955202034289582, 8.217173206464611e-05, 0.6255229413307063, 2.2605981489838352e-05, 0.33671720569266667, 0.00015891655386458462]",9,1,21
422,"[0.2015187972382039, 0.00022175281426665223, 0.6236156456575991, 8.585600777449097e-06, 0.3390196820133151, 0.00016030837087593308]",9,1,22
423,"[0.19510824363671436, 0.000133934492715246, 0.6261303882524026, 7.231970912262977e-05, 0.34477710201067013, 0.0002837079994428463]",9,1,23
424,"[0.20067419466373526, 0.00012588712601343098, 0.6215025128387471, 1.6254431833053454e-05, 0.3374478301572676, 0.00024595112118114455]",9,1,24
425,"[0.20465582846429486, 0.00010720528379076614, 0.6229379824039458, 1.2428193263566546e-05, 0.33703102356091924, 0.0001361112617072975]",9,1,25
426,"[0.2008812602072089, 0.00013415273599469345, 0.6226679563754132, 3.739849204345676e-05, 0.3420204909402189, 0.00019414126909869005]",9,1,26
427,"[0.19769165455269574, 0.0001528535741122394, 0.6245169942325426, 1.3912687552054776e-05, 0.33703576689597614, 0.0001674919626257498]",9,1,27
428,"[0.1965367964776382, 0.00020617515783901937, 0.624165550829769, 1.5413243185718168e-05, 0.34415498799722255, 0.00014863101399952643]",9,1,28
429,"[0.19830380641474554, 0.00026647817980209005, 0.6233384365855329, 3.3244799149572616e-05, 0.33515547143554014, 0.00017375642203151302]",9,1,29
430,"[0.20322308207864384, 7.970573778222803e-05, 0.6190363918619461, 2.136406966302118e-05, 0.3401099700737168, 0.0001453594888948736]",9,1,30
431,"[0.20147429680909076, 0.00022921158275902563, 0.6202574968385739, 9.882322564253477e-05, 0.33656379944761444, 0.00015093078414218735]",9,1,31
432,"[0.19781655113630983, 0.0001146088932291444, 0.6243544262017414, 4.405179287838103e-05, 0.343323124394252, 0.0003245565186614352]",9,1,32
433,"[0.1997706681451666, 0.0002139487526977826, 0.6249074701893697, 4.943748836739926e-05, 0.3399338644190602, 0.00015539248999822498]",9,1,33
434,"[0.19764115173580032, 0.00021075075059662064, 0.619527851633033, 4.104787230275063e-05, 0.33809275088932944, 0.00020716534247661785]",9,1,34
435,"[0.20563842511617136, 0.0004165223596221573, 0.6225981160455889, 2.7854826712247743e-05, 0.33870250516436295, 0.00033773537745803285]",9,1,35
436,"[0.19241896969505887, 0.00024084576891255621, 0.628818076902546, 2.4686907257430834e-05, 0.3390519795080075, 0.00012414748969198235]",9,1,36
437,"[0.2038416775285953, 0.0002019521469726195, 0.6189015374504697, 1.250046498599166e-05, 0.3339102298829775, 0.00028509402565171904]",9,1,37
438,"[0.19650761538470202, 0.00015981457232975614, 0.6268032766990338, 1.884129097876831e-05, 0.3392459168647918, 0.00024055717880275875]",9,1,38
439,"[0.20226041218070032, 4.813971305138689e-05, 0.6209544206349167, 3.107830691689714e-05, 0.3409136904136218, 0.0001819534898323648]",9,1,39
440,"[0.19414550547853557, 0.00026469192076439675, 0.624603781185625, 1.317780565428329e-05, 0.3397352038525976, 0.0002637311314477566]",9,1,40
441,"[0.19656286483140675, 6.571180321659996e-05, 0.6257267986384089, 4.492431234947293e-05, 0.3441015342945121, 6.427697391115168e-05]",9,1,41
442,"[0.20527145159948296, 0.00012102164001679165, 0.6170826533344339, 2.1874275496515687e-05, 0.3354725824363158, 0.00015324184588605747]",9,1,42
443,"[0.20409816354342322, 0.0002998089220858484, 0.6187541401675319, 8.768928318814638e-06, 0.3363798860349588, 0.00036266971918734117]",9,1,43
444,"[0.1991456446234951, 0.0001405954262708077, 0.621354070985967, 5.695823459422985e-05, 0.33980655805588333, 0.0002856413969920385]",9,1,44
445,"[0.19168684489624208, 0.00032051768968329624, 0.6276113311526433, 5.7191753121853985e-05, 0.3376397786086287, 0.00014271855280442188]",9,1,45
446,"[0.19953989325454816, 0.0001227389996890272, 0.6202824732908805, 1.353899484825232e-05, 0.340118825017725, 0.00027048228149592363]",9,1,46
447,"[0.19589368325207238, 0.00013952989857819156, 0.6240973889183331, 2.030675452167294e-05, 0.3369188963909975, 0.0002795469893423769]",9,1,47
448,"[0.20287246845245765, 0.0003203455665407612, 0.62176108458155, 2.2330046452619306e-05, 0.3382877206963433, 0.00010360520644130006]",9,1,48
449,"[0.19537051224386087, 0.0003357202257649266, 0.6266703913041682, 5.016987372750544e-05, 0.3418049152545068, 0.0002665964805943386]",9,1,49
