,n,ns,l,ls,i,is,epi,smt,para
0,0.6563640440440097,0.036643551590592745,0.4231859859673849,0.034791088557353814,0.8790474394898601,0.012191199913766996,0,0.2,0.2
1,0.74346855945614,0.017137783943334796,0.36394412166496015,0.015403600571782798,0.8575665771560875,0.006129865533225528,0,0.30000000000000004,0.3
2,0.7936009686803377,0.007399609735106128,0.3363066162405265,0.020266494285657747,0.8525504366555398,0.011619825645736711,0,0.4000000000000001,0.4
3,0.8304876963373907,0.011142888144623924,0.3304510359180667,0.013896020109386916,0.8533882010149337,0.0063182541165310345,0,0.5000000000000001,0.5
4,0.8532833251655308,0.006513311383366189,0.31917578055814705,0.021797581833335758,0.8522735655952449,0.008473888928450335,0,0.6000000000000001,0.6
5,0.8710440106482091,0.008963105738268494,0.31426031183912,0.026954335635740546,0.8576391310102189,0.012775063598623045,0,0.7000000000000002,0.7
6,0.8837759470985832,0.004062726760200194,0.32470244850296426,0.017005747485624997,0.8556934939669378,0.006965902694407005,0,0.8000000000000003,0.8
7,0.8837933313678121,0.007222624200080832,0.32365113659452766,0.017605551505043077,0.8455141276576851,0.013116384051273577,0,0.9000000000000001,0.9
8,0.9078841243944433,0.008714584152076906,0.33768775435373294,0.022054789018384875,0.8677824354758639,0.01586709239786162,0,1.0000000000000002,1.0
9,0.896143664628569,0.005731797532392761,0.2946011772330258,0.01473632738311628,0.8410249454484116,0.009822991181377846,0,1.1000000000000003,1.1
10,0.9122076140254569,0.004295448703605972,0.3194768771498155,0.02029038751725682,0.8566998155457649,0.009447563945568671,0,1.2000000000000004,1.2
11,0.9116563149724911,0.01005293093003254,0.3052648240843846,0.023516653459353408,0.8526205830775033,0.013340715818563161,0,1.3000000000000003,1.3
12,0.9130616224232516,0.003357640134103005,0.2859517102911572,0.022953765452997203,0.8403654353736135,0.012141884099449529,0,1.4000000000000004,1.4
13,0.9209581376176693,0.006483918732559066,0.3135251490620889,0.016299982701394922,0.8491704552784912,0.014325036498045299,0,1.5000000000000004,1.5
14,0.9245684423239041,0.0025123114233612256,0.3030745428381819,0.016793537767216635,0.8530822335098526,0.0065474585885346385,0,1.6000000000000003,1.6
15,0.9239290235630627,0.004519654557686314,0.2952988322569074,0.018183082050240905,0.8443895898710001,0.013657797263193184,0,1.7000000000000004,1.7
16,0.9302588781795483,0.002471509574968368,0.30000667882406507,0.025928033630460135,0.852707317727179,0.005835745678953217,0,1.8000000000000005,1.8
17,0.9317487402132046,0.0032159958509892905,0.30349140318200946,0.03145571083532394,0.8505969257873048,0.008778270870801493,0,1.9000000000000006,1.9
18,0.9342056175360633,0.0036428488176044834,0.3112022089691394,0.01603629416351614,0.8518853748798603,0.009702085880631914,0,2.000000000000001,2.0
19,0.937646782388571,0.0035928724167460188,0.31490935072486376,0.017693570694532586,0.8558269267908623,0.010648197391203842,0,2.1000000000000005,2.1
20,0.9394765609687267,0.004024183750484984,0.32276008726304445,0.019464936379939637,0.8557711134842577,0.01186088938251571,0,2.200000000000001,2.2
21,0.9326691928056784,0.004015522055348941,0.2896590334914472,0.012625158932929084,0.8389031688618385,0.008408064235805375,0,2.3000000000000007,2.3
22,0.9397578551728784,0.0026685767503134114,0.309781923023537,0.023368800963038033,0.8534168209307319,0.00713633279578943,0,2.400000000000001,2.4
23,0.9391141982519412,0.002212929653025598,0.2922271966263457,0.015783371363742686,0.8421932132649854,0.007805942785272122,0,2.500000000000001,2.5
24,0.9433968738778878,0.0030788920747875518,0.29017459317304345,0.02054894846426305,0.8514749770429809,0.00787911369827053,0,2.600000000000001,2.6
25,0.9438060497226889,0.0024889963661406038,0.29535202562272417,0.016511232474361186,0.8544025841382829,0.009686156479323848,0,2.700000000000001,2.7
26,0.9421335151814105,0.0029233897620049294,0.28452812712916786,0.023068724567493103,0.8442845974868392,0.00999926614646015,0,2.800000000000001,2.8
27,0.9417380300856043,0.012811339906558337,0.3103885373677449,0.015254204206194154,0.8441884364204073,0.01571318090720523,0,2.9000000000000012,2.9
28,0.9424714626617137,0.0031995216513903725,0.29309777198289566,0.01694507445534135,0.8421273928456546,0.011645930017491446,0,3.000000000000001,3.0
29,0.9493127612810676,0.00319510905078603,0.30920096960122695,0.01634533972570412,0.8577356670739053,0.009509672623955566,0,3.100000000000001,3.1
30,0.6546235218313388,0.02262587538022224,0.4110729579874904,0.02132565698127833,0.8717870645846512,0.00786051624128454,1,0.2,0.2
31,0.732176225306887,0.015324102530934748,0.3511944427145937,0.011598295786813796,0.8552493834443046,0.010663058950487147,1,0.30000000000000004,0.3
32,0.7977625753665532,0.012753853990250176,0.34621465703676346,0.013198450313442432,0.8599102827938104,0.008244155134570452,1,0.4000000000000001,0.4
33,0.8319022706097489,0.009188781168636962,0.3413574709891558,0.012303158020481866,0.8568678583194281,0.004966442603608685,1,0.5000000000000001,0.5
34,0.8501297087410563,0.009025640578613254,0.3131355917820229,0.01331399635258663,0.8543612722057657,0.00851498324818611,1,0.6000000000000001,0.6
35,0.8631921675230829,0.00587271002472877,0.3082251591052492,0.01355152797932317,0.8525276161418573,0.007030928299071344,1,0.7000000000000002,0.7
36,0.8786092980670543,0.005520948968881242,0.31835823236846483,0.016033268638683366,0.8496251888021128,0.006174204642193338,1,0.8000000000000003,0.8
37,0.8919764987116046,0.008308705552962193,0.3185018692654113,0.022815871523164707,0.8504069026758015,0.00958075359635478,1,0.9000000000000001,0.9
38,0.8964756202287394,0.006415993303336318,0.3065965828080306,0.017749322219898597,0.8508790385438908,0.00622141454584695,1,1.0000000000000002,1.0
39,0.9036956693685351,0.0069551447286751375,0.3179406671183769,0.021148493642953865,0.8540037155891957,0.01096761903836086,1,1.1000000000000003,1.1
40,0.9122554666434475,0.008820687937233597,0.3180068059113635,0.03007290402809218,0.8562690224046108,0.0136184776594256,1,1.2000000000000004,1.2
41,0.9096305661895704,0.005149023581739776,0.29587158365784455,0.01883237773694754,0.8504242116484045,0.008609560783328831,1,1.3000000000000003,1.3
42,0.9098977193538137,0.006889786260251261,0.2777649830829995,0.021894805608376408,0.8411548736560401,0.011995896745479342,1,1.4000000000000004,1.4
43,0.9164089702553762,0.006143261266898204,0.29933280276500485,0.01321196656784532,0.8447651222875794,0.009284362554477163,1,1.5000000000000004,1.5
44,0.9206623681811396,0.0031337772117536575,0.2818443208700419,0.018217510838197004,0.8403693383731913,0.008296534156135156,1,1.6000000000000003,1.6
45,0.9245882694802817,0.003984162707921619,0.2970962533674715,0.01693077364283717,0.848771288166195,0.009630635388666386,1,1.7000000000000004,1.7
46,0.9319804778636501,0.0037745507713417407,0.3269727314870495,0.021114593873343423,0.8568765883447707,0.008259108996372904,1,1.8000000000000005,1.8
47,0.9307510526295527,0.0036328094355850362,0.3046122425802016,0.020235154531666133,0.8490310647334234,0.0087541941806567,1,1.9000000000000006,1.9
48,0.9295369584162458,0.005866780264369012,0.2861257444875657,0.0323798539686509,0.8416990153315919,0.01058923863035733,1,2.000000000000001,2.0
49,0.9318295713299589,0.0031224308591842344,0.3007928146067198,0.011057268492268887,0.8426143279877033,0.007906293949501507,1,2.1000000000000005,2.1
50,0.937227853901014,0.0020433167281422447,0.3167076954611583,0.02590194019575792,0.8518550999472001,0.00559416628113698,1,2.200000000000001,2.2
51,0.9399441765260224,0.0035109811856736113,0.2970618543149704,0.01915031733268494,0.8525119274647835,0.010215509986308697,1,2.3000000000000007,2.3
52,0.9376632662458366,0.004916492088308997,0.3141751898364623,0.02042459431172981,0.8451618312712204,0.008267044684862154,1,2.400000000000001,2.4
53,0.9440710162161412,0.005155212973761241,0.3271880036664467,0.020853347259869953,0.8617124102993275,0.010198707111075693,1,2.500000000000001,2.5
54,0.9433695064009884,0.0034194690461824963,0.2912569905950515,0.0234165423839474,0.8506931942682824,0.011393884139601069,1,2.600000000000001,2.6
55,0.9440846185932973,0.002759868961734817,0.30220983078545594,0.015542319117344616,0.8499653157653979,0.006107839518088957,1,2.700000000000001,2.7
56,0.9420576495973448,0.00430821254386405,0.3018663641554356,0.028726317565301064,0.8414466393068001,0.00996927132963594,1,2.800000000000001,2.8
57,0.9455343464731242,0.0029997789626590174,0.305661057857385,0.021723136946463138,0.8474452311720687,0.007698146920771776,1,2.9000000000000012,2.9
58,0.9419056865825187,0.0036672504348791457,0.28535994438581425,0.02095694731743012,0.838844021378611,0.011667118102987395,1,3.000000000000001,3.0
59,0.9445101478439204,0.002221537855788822,0.28877575861344834,0.018165435579442654,0.8435631934679007,0.006543933743244636,1,3.100000000000001,3.1
60,0.6392947780999426,0.023671421252224805,0.41016167434174977,0.00892616022420545,0.8597153140834111,0.010803413332488495,2,0.2,0.2
61,0.7422366170651028,0.01565099641261926,0.35117844027440076,0.018345303943743615,0.8635478801639287,0.0093460104452705,2,0.30000000000000004,0.3
62,0.803518171703235,0.008314247240088758,0.33245032656105666,0.012994694322744962,0.8602587130616438,0.007758713377426896,2,0.4000000000000001,0.4
63,0.8373146948257861,0.008851000872661037,0.31989716440290084,0.013089230038715552,0.8600412112087795,0.00827578804172573,2,0.5000000000000001,0.5
64,0.8405689100765212,0.00969122333376669,0.309974114648458,0.01532328301820243,0.849597856364381,0.009722803209910865,2,0.6000000000000001,0.6
65,0.859465012641804,0.005498383814909332,0.3159320276119841,0.014706213766297275,0.8467948271297412,0.010132395325555123,2,0.7000000000000002,0.7
66,0.8681627237183689,0.00774081706442628,0.3071098435373471,0.020883850436228403,0.8427985419419153,0.007056566835491306,2,0.8000000000000003,0.8
67,0.890043410821475,0.004673036345091393,0.3149682106555353,0.014357110992225036,0.8526389732577099,0.007285932668220605,2,0.9000000000000001,0.9
68,0.900988145742045,0.004367923893338388,0.32800727902004745,0.02548225042033397,0.8568869263036228,0.00757718423835862,2,1.0000000000000002,1.0
69,0.8989818527790934,0.0033625962875673374,0.3035307706652638,0.022834466242403054,0.847167317790844,0.008710452168351411,2,1.1000000000000003,1.1
70,0.9079753314436538,0.004922087169058581,0.30936184607987494,0.020724891386919127,0.8430791713059371,0.007568062349979217,2,1.2000000000000004,1.2
71,0.9133344904391706,0.005539259082571163,0.31378878052614867,0.02213788180205935,0.8417668541697795,0.011105659956185057,2,1.3000000000000003,1.3
72,0.9175987329174301,0.004660931771067567,0.2998557587836985,0.018924350685513083,0.8531923388732163,0.006584686149033133,2,1.4000000000000004,1.4
73,0.9211364723377803,0.0041674954762874385,0.30156296315219644,0.015444253474511439,0.8518602084927488,0.005794245104193223,2,1.5000000000000004,1.5
74,0.924237753525776,0.0035104501305779196,0.31445934429248223,0.015413246429233642,0.8497556023326163,0.00863326218012832,2,1.6000000000000003,1.6
75,0.9248794449209526,0.004498210165534488,0.2954938248371246,0.029506016121487427,0.8522910735653134,0.008814639427196623,2,1.7000000000000004,1.7
76,0.9262082030456227,0.0031024760214221955,0.30432435359419074,0.018243419260650894,0.8447818287700802,0.0063851759230747025,2,1.8000000000000005,1.8
77,0.9304594809542122,0.0038369437130367015,0.3130938168276039,0.021710650957561625,0.8460710862783171,0.009615313071561046,2,1.9000000000000006,1.9
78,0.9368106119986452,0.004658715761033943,0.32693489908772366,0.01972792840771453,0.8546760105011196,0.011093331019628914,2,2.000000000000001,2.0
79,0.9349474034608024,0.004401099585673921,0.2953182669605113,0.02110707990545821,0.8533625635466686,0.008353777832440163,2,2.1000000000000005,2.1
80,0.9366338907879866,0.00250458536443537,0.3260237618318854,0.022666867517010202,0.8445573393302641,0.007051141643635327,2,2.200000000000001,2.2
81,0.9345831349829049,0.004400729065160888,0.291614641852806,0.011878003284328012,0.8418612953224702,0.010995516070389224,2,2.3000000000000007,2.3
82,0.943444068677345,0.005726532198044968,0.3116054755370216,0.023547783535229277,0.8590878797824805,0.01393944856741309,2,2.400000000000001,2.4
83,0.9394879627595233,0.004987623674367608,0.3049901167605543,0.033204218812745184,0.8453796808011563,0.012438562541113035,2,2.500000000000001,2.5
84,0.9402266630505787,0.0024232635075569185,0.2958823599433157,0.013299647024201245,0.8456723756241759,0.007511303202596545,2,2.600000000000001,2.6
85,0.9418932232559917,0.003874733239417887,0.3012540373191698,0.019186693485070735,0.8501492554242804,0.008557320190043806,2,2.700000000000001,2.7
86,0.9448146211922066,0.00337568201776027,0.3192029476751966,0.026564673482206695,0.8494163350704876,0.008684193767026093,2,2.800000000000001,2.8
87,0.942320664454326,0.0025858562898856954,0.2724872152786688,0.019499884999417957,0.840109077946844,0.008280840906799298,2,2.9000000000000012,2.9
88,0.9488078927903182,0.005249004716323109,0.3172015637310064,0.023451117700930474,0.8579025236112592,0.011882884538044914,2,3.000000000000001,3.0
89,0.9438856552666379,0.0032719012204157905,0.29752447413975913,0.01723818801505358,0.8411403156567838,0.009131200096253863,2,3.100000000000001,3.1
90,0.6537681379566753,0.025671661887782568,0.41859592175595317,0.013988005635645437,0.873919351553094,0.009739888342325767,3,0.2,0.2
91,0.7343648138658446,0.011622749706281384,0.3446364662328663,0.01927763189716341,0.8551601857061384,0.005423654783391339,3,0.30000000000000004,0.3
92,0.7899480521152358,0.009633109458502313,0.349420804609475,0.016695847115947623,0.8569040114227102,0.0075834371143901815,3,0.4000000000000001,0.4
93,0.8245428720823846,0.01180631530867918,0.33423162674390794,0.016412940873450542,0.8550228779448876,0.010161653354323624,3,0.5000000000000001,0.5
94,0.8546995554841013,0.008109640753107342,0.32764946388254934,0.02123630637978805,0.8573726296165305,0.010212314357665259,3,0.6000000000000001,0.6
95,0.8622740804790011,0.0069303584631144706,0.31066079178792066,0.013403143849473357,0.8443861048553706,0.012258271734584159,3,0.7000000000000002,0.7
96,0.8754199273966159,0.007267690845012721,0.31451767854402446,0.014994207936344562,0.8531202085301153,0.007963129574379243,3,0.8000000000000003,0.8
97,0.8948283480039368,0.003957597425023635,0.31741592740855756,0.013154576138344533,0.8589697468863806,0.004921009570984491,3,0.9000000000000001,0.9
98,0.9011859141588174,0.003861090156321699,0.3155700547619626,0.01521292357240472,0.8539236070549605,0.006337901898626682,3,1.0000000000000002,1.0
99,0.9013455706709553,0.010679067866003257,0.3147923499542538,0.01514914443624221,0.8474887839505696,0.014699395442237292,3,1.1000000000000003,1.1
100,0.9036730161635524,0.004823831296750826,0.2937058078344039,0.02219096416413455,0.840742285242682,0.007734871608658528,3,1.2000000000000004,1.2
101,0.9084873195470179,0.006351851606181414,0.3040157721078198,0.022816511899079062,0.8395808150659426,0.007369464690628124,3,1.3000000000000003,1.3
102,0.9168802182334227,0.006196502267045695,0.3094852216406579,0.016373212424801747,0.8461250293630279,0.01594048638107615,3,1.4000000000000004,1.4
103,0.9243284003831316,0.004193341958320515,0.3122973865839391,0.016483166793843037,0.8566662552128517,0.00701547045804285,3,1.5000000000000004,1.5
104,0.9243638969751735,0.0043067633131065415,0.3257409664794913,0.025793888335542584,0.8499321520975889,0.010931303530716432,3,1.6000000000000003,1.6
105,0.9263349906665688,0.004807774821041066,0.3047524598188786,0.016383554118911143,0.8492773307946316,0.009620056512586694,3,1.7000000000000004,1.7
106,0.9283258594053037,0.003909901487155467,0.31025226269156564,0.02493057923080489,0.8459142494953094,0.008718601622322185,3,1.8000000000000005,1.8
107,0.9317171280290772,0.0029256655136033214,0.2913483427780751,0.020572119651458994,0.8519791833050533,0.008262790318618271,3,1.9000000000000006,1.9
108,0.932920869397961,0.0020636994799998454,0.30113951295957064,0.018707008908365498,0.8503046538303948,0.009110672544604443,3,2.000000000000001,2.0
109,0.9338395120310719,0.004661858152224923,0.29372140096745,0.021645082258683904,0.8459470928923143,0.011281075298477088,3,2.1000000000000005,2.1
110,0.9361975155266546,0.003077465119362244,0.3127046781874183,0.01602569030835629,0.8470780309218895,0.011414632311379978,3,2.200000000000001,2.2
111,0.9323022546893842,0.0028652966426366564,0.2886470884662413,0.0157988928742815,0.8356042800073834,0.009804900456601566,3,2.3000000000000007,2.3
112,0.9391075410083499,0.0028997567794773194,0.2766516118503215,0.016742938943740442,0.8511960890776988,0.0075170547465471995,3,2.400000000000001,2.4
