,n,ns,l,ls,i,is,epi,smt,para
0,0.976105439245845,1.3408079591144149e-05,0.41249336410532056,0.0002221129805178302,0.22009081278325557,0.0002732216194734158,0,1,9
1,0.9940288841115903,2.193788154407025e-06,0.43005972648899626,9.655128291334285e-05,0.44963379524875186,0.00017121229278782213,0,2,8
2,0.9944040933312753,1.9370559057108907e-06,0.42393308995230916,0.00011786385337753974,0.46777225924132804,0.00022854918804681156,0,3,7
3,0.9941510507234795,2.5563561369069024e-06,0.41983425559267357,0.0001143307945795033,0.46214547080921126,0.0002442419420077319,0,4,6
4,0.9938829602062336,4.128149408615866e-06,0.4259124013693905,0.0001250159972839507,0.46594089498158164,0.0003216892754486368,0,5,5
5,0.993208705700051,3.224441556216899e-06,0.4165067910101231,0.000152912758828594,0.46919039962949655,0.0005422331082408752,0,6,4
6,0.9923967770216392,3.1922598181123814e-06,0.4223372287871326,9.729269208361999e-05,0.48407608328496193,0.00020693369348432692,0,7,3
7,0.9904420067188375,8.157146320190693e-06,0.4186943175166032,9.514408779346124e-05,0.495497409859649,0.00031140413608530854,0,8,2
8,0.9857488463415366,1.0911113241218377e-05,0.44028690018201966,0.00023318068260973747,0.5651872833206223,0.00045510848516832735,0,9,1
9,0.9825141456861844,7.899010520012175e-05,0.42636625570833314,0.00028576061563620567,0.23836680113527822,0.0010346655794357788,1,1,9
10,0.9941670116843306,2.4418108418638448e-06,0.4220934181868784,4.706373399466827e-05,0.4560022928188424,0.00037317296384148423,1,2,8
11,0.9944908262817194,1.3757121494433116e-06,0.4282301671770465,5.5493593377953854e-05,0.4691286061718645,0.0003575947737337929,1,3,7
12,0.9942129548185017,2.683951096927064e-06,0.42447544950166466,8.112879728226698e-05,0.4701769518280563,0.0002996114503976861,1,4,6
13,0.9938955095410068,4.746392547275991e-06,0.42941007927557495,5.934023240356576e-05,0.47198609972447525,0.00030900202168713105,1,5,5
14,0.9933736123274637,3.5001659568245266e-06,0.4246874508018848,0.00014204555185379485,0.4747579612970177,0.00026583449390719526,1,6,4
15,0.9924387844686723,4.993169311134526e-06,0.42217639301933724,7.824363120884618e-05,0.4857116773792133,0.0003096597284669582,1,7,3
16,0.9904353753852215,8.373615575816353e-06,0.41356766264753414,9.659036943944141e-05,0.4986805955041316,0.00030609651589608063,1,8,2
17,0.9854825882536478,1.1547251977137375e-05,0.4265096965661088,0.00011439348747969717,0.5564938153613501,0.00035515675301898145,1,9,1
18,0.9806911429950779,1.6954841802286593e-05,0.43378829512667166,9.93157672647958e-05,0.23430775750046604,0.0003522269915042509,2,1,9
19,0.9940544773880349,2.2696389825911778e-06,0.4292990037719735,7.037349128147419e-05,0.4509965217176764,0.00019212953259851813,2,2,8
20,0.9943854895896095,4.037718461036651e-06,0.4144894625742314,8.679389675847274e-05,0.4655909737190395,0.00030127719004771625,2,3,7
21,0.9942640405044026,1.39681532650662e-06,0.42588195805319895,0.00018083722848615826,0.4698109091853988,0.00044870741794686566,2,4,6
22,0.9938446749499017,3.111254671430101e-06,0.42353436975243797,0.0001115763499786988,0.47230834118536097,0.0005619304163886663,2,5,5
23,0.9932715089534281,2.820183717448383e-06,0.42664378711592804,6.348714262508848e-05,0.47502949338549205,0.00043581880573047017,2,6,4
24,0.9922224562815575,3.0179100723851616e-06,0.42303068637617103,0.00013066837036380675,0.4739743042231173,0.0003442780673499479,2,7,3
25,0.9905100769490207,5.6468092430453904e-06,0.4218221159681067,4.6246631748568223e-05,0.4989369950843806,0.00012908684129666126,2,8,2
26,0.985175849010539,2.4070983848152014e-05,0.42109107738385193,3.501888397495678e-05,0.558626263953333,0.0004133229763077434,2,9,1
27,0.9773692232564745,1.2205629883916716e-05,0.41462276891075733,9.082301829758122e-05,0.22497340146011482,0.0005593431638463508,3,1,9
28,0.9941572588596973,3.6868688881610396e-06,0.43223188943435503,0.00017200432377078193,0.4532320526221442,0.00035776605982913115,3,2,8
29,0.994324084879095,1.999587556778084e-06,0.42080790442912697,9.794799364649668e-05,0.45854381667317773,0.00021595878803886155,3,3,7
30,0.994279935560464,1.0566095713482767e-06,0.43174748385719464,9.900695175782688e-05,0.47493438880369876,0.0001392680422809821,3,4,6
31,0.9939326180266673,1.8958503733969266e-06,0.42432395304140424,6.058539269163875e-05,0.47323297394119146,0.0004430456929865365,3,5,5
32,0.993414459126569,4.3022869063110305e-06,0.43234799728321266,4.262858411275518e-05,0.47670062416054726,0.0003289038974375481,3,6,4
33,0.992345721897463,2.992474223528553e-06,0.427844577818219,6.134164310101136e-05,0.4771520147415557,0.00013992473591482207,3,7,3
34,0.9906834400174223,5.454388338248733e-06,0.42242111040159147,0.00013190440093052908,0.504417977478065,0.0003129115590969038,3,8,2
35,0.9853608884610043,1.663056744767489e-05,0.42540195084232796,6.389650251974482e-05,0.5541638802562007,0.0006788485462965997,3,9,1
