,l,ls,epi,smt,para
0,0.38981875680616423,0.0005152966373487616,0,1,5
1,0.4125358820973064,0.0004684979841098227,0,2,4
2,0.39397898215613547,0.0004287448171171356,1,1,5
3,0.4135664601792595,0.0007474033350964826,1,2,4
4,0.3890528214725844,0.0008814361432766031,2,1,5
5,0.4084420943533427,0.0004614443815464799,2,2,4
6,0.39583744753537037,0.0003992670677904584,3,1,5
7,0.40837558237676863,0.0002741936698463467,3,2,4
8,0.39055177789508644,0.00028411909427535217,4,1,5
9,0.41245504396920774,0.0005800092725404252,4,2,4
10,0.3916135464514015,0.0011422439325486922,5,1,5
11,0.4178905754832335,0.00044210213160908316,5,2,4
12,0.3964274899739954,0.0010809119015730596,6,1,5
13,0.41034562734475294,0.0004278789030176104,6,2,4
14,0.39318622156321126,0.0008715953188339721,7,1,5
15,0.40842050064374286,0.0009722995352500581,7,2,4
16,0.3954267573879462,0.0005766273908736868,8,1,5
17,0.4168901425283286,0.00045041958904972054,8,2,4
18,0.39273089970302355,0.0006361066258339763,9,1,5
19,0.4105993113656728,0.000329699441492103,9,2,4
20,0.3901157894501773,0.0008825219773060085,10,1,5
21,0.40946636400579955,0.0007558772032918343,10,2,4
22,0.3958583201171007,0.00047008369891186474,11,1,5
23,0.409157099990162,0.0007466647100649138,11,2,4
24,0.3919937238948058,0.0005789450624314635,12,1,5
25,0.4157362115979594,0.0005323231660274829,12,2,4
26,0.39014827135489516,0.0004894581706370968,13,1,5
27,0.4102765059834005,0.0007869057609326986,13,2,4
28,0.400052502251333,0.00032276299148622633,14,1,5
29,0.41196077131759806,0.0003889764748987232,14,2,4
30,0.39247990079359585,0.0008498104309150652,15,1,5
31,0.41188997719076825,0.0003452479393544838,15,2,4
32,0.39455280078797034,0.000506449122924563,16,1,5
33,0.4128166878553913,0.0005801538711379559,16,2,4
34,0.39396036248366484,0.000633969945116072,17,1,5
35,0.40794967014776623,0.0005786037010172275,17,2,4
36,0.3891701492837789,0.0009022679313758098,18,1,5
37,0.4126544066624406,0.0005347376407482794,18,2,4
38,0.40077570342907753,0.0008337212648493203,19,1,5
39,0.41086457602695325,0.0004117859021400539,19,2,4
40,0.3950651335011073,0.0005895898184757419,20,1,5
41,0.41186603559450286,0.00038528785784729705,20,2,4
42,0.396627315891222,0.0002981147033426813,21,1,5
43,0.41087856659961586,0.0009493020847901858,21,2,4
44,0.38972486752031954,0.0015342628120581232,22,1,5
45,0.41282820515337765,0.0005758802722466946,22,2,4
46,0.3895368366858548,0.0003554790872115082,23,1,5
47,0.411423193070048,0.00046840455053737774,23,2,4
48,0.3962422239083242,0.00041378024014294545,24,1,5
49,0.41398156467177444,0.0005243292434566222,24,2,4
50,0.3903409858057326,0.0008671975551925315,25,1,5
51,0.4072180830616943,0.0007441991303879697,25,2,4
52,0.38943960465244065,0.0005822524037527544,26,1,5
53,0.40616434008169194,0.0003117138238337691,26,2,4
54,0.39331672241919635,0.0005469895693331607,27,1,5
55,0.4057519496437124,0.0003760601276411258,27,2,4
56,0.39327079476806615,0.0010044051773941286,28,1,5
57,0.4085469732790459,0.00048234042437846037,28,2,4
58,0.391548208687569,0.0007782251234884335,29,1,5
59,0.4080799907675457,0.0006736413796704194,29,2,4
60,0.39583754595124615,0.0005271906978741571,30,1,5
61,0.40737424233988634,0.0010615203957686685,30,2,4
62,0.39425894133494194,0.0006179117788174818,31,1,5
63,0.4042117039519446,0.00032089082045963686,31,2,4
64,0.3896828861743962,0.00036651054347472704,32,1,5
65,0.40542056863708154,0.0009868083592722472,32,2,4
66,0.39141884641940206,0.000451671820951813,33,1,5
67,0.4079961136086129,0.0008963934748725683,33,2,4
68,0.3969045073353683,0.0006077877229831151,34,1,5
69,0.41342685707087273,0.0007779064119234183,34,2,4
70,0.3879945732406004,0.0010144716430682322,35,1,5
71,0.4147469926825936,0.00039815366756443976,35,2,4
72,0.3912448236691528,0.0008895784788549232,36,1,5
73,0.41368916981217696,0.0005777436861003272,36,2,4
74,0.3945286849342633,0.0003440766213885044,37,1,5
75,0.40225275181126413,0.0003921081531099505,37,2,4
76,0.39164010342335365,0.0003409980806206624,38,1,5
77,0.4169210616808118,0.0004982873553168584,38,2,4
78,0.38655675585181215,0.0004298485821145447,39,1,5
79,0.4079599479813056,0.0005514057233794963,39,2,4
80,0.3882249966069147,0.0002772855577288523,40,1,5
81,0.41552941769063256,0.0005467281525532104,40,2,4
82,0.38852493022689916,0.000287176670512782,41,1,5
83,0.41214989458134765,0.0007456870679346932,41,2,4
84,0.3924573796151171,0.0015223607310555043,42,1,5
85,0.41020847655080817,0.0007664579511279907,42,2,4
86,0.38985125795151954,0.0008631261040967637,43,1,5
87,0.40934736053630427,0.0004412359107931374,43,2,4
88,0.39201418433850205,0.00044188885233380573,44,1,5
89,0.413886863176534,0.0009553203404620888,44,2,4
90,0.3888007425274536,0.00048060142737624934,45,1,5
91,0.41497563706837387,0.0007980958306247057,45,2,4
92,0.3916671957070716,0.0006311516624240978,46,1,5
93,0.4093769104355337,0.0007058005238113689,46,2,4
94,0.3876702921554874,0.0008429608817853422,47,1,5
95,0.41308561628155344,0.0004698449194608167,47,2,4
96,0.3928285641322768,0.0008350553622466355,48,1,5
97,0.4112299579553278,0.0003932852893406953,48,2,4
98,0.39328720414828783,0.0003699915377633727,49,1,5
99,0.4157979947933686,0.000412417485172626,49,2,4
100,0.4248409334427286,0.0005432084549161231,0,3,3
101,0.44638714469752455,0.0006295809149573915,0,4,2
102,0.42499713637803505,0.0006777595607191477,1,3,3
103,0.44941232962787964,0.0005574557737858556,1,4,2
104,0.42261540478952103,0.00046893010405818205,2,3,3
105,0.44233817179955254,0.0005355785906419183,2,4,2
106,0.42278833966803225,0.0006368262424423328,3,3,3
107,0.44726161873900167,0.0005156374596668451,3,4,2
108,0.42513797213224896,0.0007104856550258661,4,3,3
109,0.4421352515792038,0.0004928175507778068,4,4,2
110,0.42630696823865083,0.00039471403275862616,5,3,3
111,0.44517460439492573,0.0006104911170962781,5,4,2
112,0.42100084771347757,0.0005711234922183121,6,3,3
113,0.4495578235126813,0.0005324901280848789,6,4,2
